UUID,OpenBoxes PID ,Nom du Produit,Concept mapping,"Dosage Form (Tablet, etc)"
cb6d3cfb-4d14-4473-af64-88a69bc09a43,JV06,"Omeprazole, 20 mg, gastro-resistant capsule",PIH:1244,
b6ab8392-2575-44be-b107-23d5e5986679,HG92,"ondansetron hydrochloride, 2 mg/mL base, 2 mL ampoule",CIEL:81073,
2756c28d-aa30-4b9b-a3a0-6ec310790ecf,EH80,"ondansetron, 4mg, tablet film coated tablet",PIH:7663,
1c67f8f0-531c-418d-94b6-391db8d8bdde,ZJ48,"Oral rehydration salts (ORS), 20.5 gram (for 1 litre) sachet",PIH:351,
5b971c12-a4b7-42c8-8001-72a0b1b032bf,NZ78,"Oxymetazoline, 0.05% nasal spray, 15mL bottle",CIEL:81345,
599d41db-2106-418d-b906-10df84ab63d3,EB29,"Oxytocin, 10 international units/mL, 1 mL ampoule",CIEL:81369,
60520315-2c98-425a-b404-d282f8c841ec,GA71,"Paracetamol, 100 mg, suppository",PIH:89,
c8c2ee30-a0da-4205-acd2-6d0c8599d054,PU86,"Paracetamol, 120 mg/ 5 mL oral solution, 100mL bottle ",PIH:89,
344fea71-ef04-47f8-86f2-0d3937ac4a32,GD15,"Paracetamol, 500mg, tablet",PIH:89,
93560fa9-4cea-4b6e-996e-5737a21dc7db,SN17,"Permethrin, 1% lotion, 100 mL bottle ",CIEL:81834,
9a499fca-699e-4809-8175-732ef43d5c14,YJ64,"Phenobarbital, 50mg, tablet",PIH:238,
4eb3c71f-b716-4f01-beb7-394cebd6c191,JX27,"Phenobarbitone sodium 100 mg/mL, 2 mL ampule ",CIEL:81953,
3fbb89a0-652f-4675-b087-63ce1bed098f,YS69,"Phenoxymethylpenicillin, 250 mg, tablet",CIEL:81730,
d3c6ca69-ce10-406f-961a-de6df6f7e0f8,ZN58,"Phenylephrine hydrochloride, 10 mg/mL, 1 mL ampoule",CIEL:82000,
34dd5905-c28d-4cf8-8ebe-0b83e5093e17,HH76,"Phenytoin sodium, 100 mg, coated tablet",CIEL:82024,
d8297181-0a3f-48fc-89c5-cc283e5a8d42,DR53,"Phenytoin sodium, 50 mg base/mL, 5 mL ampoule",CIEL:82024,
201548de-1b97-45e9-84c7-8b4dde50e589,CM47,"Pilocarpine, 2% eye drops, 10mL bottle",CIEL:82082,
663a9864-838b-417c-b301-1f05386a7705,CN90,"Potassium chloride, 100mg / mL, 10mL ampoule",PIH:4057,
086b2092-a2e9-4a66-8790-7eb12ca328f2,ZU96,"Potassium chloride, 600 mg, slow release tablet",PIH:4057,
06ec3886-5461-4371-be7a-f48ce7e4d542,RB24,"Povidone iodine 10 % solution, 200 mL bottle",CIEL:82384,
c63b13b6-210c-4575-ae5e-bbf86b5df747,GS65,"Prednisolone, 5 mg, tablet",PIH:765,
7965cb77-d7e1-4871-99eb-10718198c869,VK90,"Promethazine hydrochloride, 25 mg, coated tablet",CIEL:82670,
2dd11245-7687-49a5-baa0-b32f82271f44,ED92,"Promethazine hydrochloride, 25 mg/mL, 2 mL ampoule",CIEL:82670,
8480ba1a-6c11-4323-9e3c-f3f1ac331954,TY10,"Promethazine hydrochloride, 5 mg/5 mL oral solution, 100 mL bottle",CIEL:82670,
e22bf0a2-d1d7-4857-891a-131e346e7d34,FS82,"Propofol 10 mg/mL, 20 mL ampoule",CIEL:82726,
72545c0c-a4fe-4f8f-907a-3d3ea59423e5,HC56,"Propranolol hydrochloride 40mg/5mL, oral solution, 150 mL bottle",CIEL:82734,
405dfa6c-ebaa-4a51-857f-b4df3788e7dd,EZ63,"Propranolol hydrochloride, 40 mg, tablet",CIEL:82734,
19039604-d164-4aaa-80c1-4c7dcb09bddd,GX08,"Protamine sulphate 10 mg/mL, 5 ml ampoule",CIEL:82762,
50cd0561-9a07-4b38-bd32-1d283c98fd75,PH37,"Ranitidine hydrochloride 25 mg base/mL, 2 mL ampoule",CIEL:83077,
b5083fb5-44f7-40b8-9844-fe246aaac7ec,KM45,"Ranitidine hydrochloride 75 mg/5 mL oral suspension, 300 mL bottle",CIEL:83077,
477cbb97-2ea4-4fde-b32f-e6a3dd668c2b,DD09,"Ranitidine, 150 mg, film coated tablet ",PIH:923,
5d455293-ce1d-4ad6-8598-0da4b4e15690,MT73 (UK90/EZ62),"Ringer's lactate, intravenous infusion, 1000 mL bottle",PIH:7873,
d4b61b57-8de2-4bf1-b402-847bbf67d2c0,SA57,"Ringer's lactate, intravenous infusion, 500 mL bottle",PIH:7873,
03818046-358b-4b90-a91b-24913dd32459,DN79,"Risperidone, 1mg, tablet",CIEL:83405,
7dffc3c0-d5f6-4887-8fe7-dcaa2a473590,VG31,"Risperidone, 3mg, tablet",CIEL:83405,
32bbd6e2-9ac0-47ca-8cd7-79aa8cf29184,YZ89,"Salbutamol sulphate, 5mg base/mL, 30mL inhaling solution",CIEL:70461,
1420b4b9-ca35-4579-ae96-838f75b9e856,AA55,"Salbutamol, 100 microgram/dose, 200 doses, inhaler",PIH:798,
192e6f5b-2b2b-4431-b42b-6a50d2980d60,QE56,"Senna, 7.5 mg, tablet",CIEL:83797,
0d592d52-a8ab-4e40-b7f8-a5bf4cabccea,TV58,"Sevoflurane 250mL, bottle",CIEL:83872,
6c50a616-a51f-410c-a24c-fe12407a570b,YJ84,"Silver sulphadiazine, 1 % cream, 500gram tube",PIH:938,
441d3e0a-0d9b-4e2e-b4c0-d5a308bec4e7,VV55,"Silver sulphadiazine, 1 % cream, 50gram jar",PIH:938,
01f14854-8305-4b12-8a52-3e01555fd66e,UP04,"Simvastatin, 20mg, tablet",CIEL:83936,
0ff47596-5599-4558-a5a7-214a3ae6584e,RG31,"Sodium bicarbonate, 8.4 %, 20 mL ampoule",CIEL:84041,
69b1ea41-3165-4595-b1a7-07e89229955b,AX66,"Sodium chloride, 0.9 % intravenous infusion, 1000 mL bottle",CIEL:84047,
30ee6a08-9440-4f7e-a1e7-39219d9e9b25,PB03,"Sodium chloride, 0.9 % intravenous infusion, 500 mL bottle ",CIEL:84047,
63a49102-fdcf-42a7-8950-4ea6a1b85635,VD80,"Sodium polystyrene sulphonate, 454 gram, container ",CIEL:84099,
b2b0d66a-4865-49fa-9af8-6d898f46dc78,NH89,"Sodium valproate, 200 mg, enteric coated tablet",PIH:4060,
fc899af0-e745-4e60-ab06-3b3375333786,ZH91,"Sodium valproate, 500 mg, enteric coated tablet",PIH:4060,
d89a847c-1e50-471d-9219-f7ad71bafa7e,AS81,"Sodium valproate, 57.64 mg/mL syrup, 150 mL bottle",PIH:4060,
82f3e5d8-0701-4948-a511-7d6f932dc9e6,RD98,"Spironolactone, 25mg, tablet",PIH:4061,
fb8c642a-8c4d-4442-bfbc-d41308c07c41,PB77,"Suxamethonium chloride, 50 mg/mL, 2 mL ampoule ",CIEL:84583,
737a2d0f-82f9-4e1d-887d-c28ab3728502,VA61,"Tetanus antitoxin (equine origin) 1,500 international units/mL, 1 mL ampoule",CIEL:84877,
d06a7e2c-948b-4b7e-86b6-52c36b536d49,JY86,"Tetanus immunoglobulin (human) 250 internatinal units/mL, 1 mL vial",CIEL:84878,
e66b74f7-854e-4392-852a-886b1d31d9fc,RU94,"Tetracaine hydrochloride, 0.5 % eye-drops, 10 mL",CIEL:84889,
d9333e11-4b28-41fe-93c5-44e624ef1b2c,ED93,"Tetracycline hydrochloride 1% eye ointment, 5 gram tube",CIEL:84889,
88c829e2-081b-4082-9185-79928a39f305,CN44,"Thiopentone sodium, 500 mg, vial",CIEL:85016,
25da272a-5892-4c53-87bd-96c6a2d8689f,SF06,"Timolol 0.25%, eye-drops, 5 mL bottle",CIEL:85132,
43271fad-6f01-4a94-9e4f-1746642a3af6,JM80,"Tramadol hydrochloride, 50 mg/mL, 2 mL ampoule",CIEL:85276,
48bad836-e456-40db-be79-769e2798b23e,QB21,"Tramadol hydrochloride, 50mg, capsule",CIEL:85276,
c18e751c-1ec5-420b-8ba7-68a22c5d1acc,HR17,"Trihexyphenidyl, 5 mg, tablet",PIH:915,
72a1bbde-5946-40d5-8750-918a47be523f,HN54,"Tropicamide, 0.5 % eye-drops, 5 mL bottle",CIEL:85597,
0445f6c4-7ac2-489c-806d-0c97b127c68f,SH32,"Vasopressin 20 internatinal units/mL, 1 mL ampoule",CIEL:86127,
6dfc00d4-66b8-45c8-8a45-7bd61d08c928,RQ91,Vecuronium bromide 4 mg + 1 mL solvent,CIEL:86145,
ae7b2889-8094-49a8-82b5-3b70d351b81d,VN08,"Vitamin A 200,000 UI /Vitamin E 40 international units, ",PIH:4063,
424d2f86-835f-473a-9d2e-b74b16734db7,AK74,"Vitamin B coumpund, tablet",PIH:329,
44ad6301-71e6-453d-80c1-fe0d409dc63c,DB46,"Vitamin B-1, 100 mg, tablet",CIEL:84995,
35816ccb-904b-4ca0-8160-d7de356d5f1e,RU13,"Vitamin B-1, 50 mg/mL, 2 mL ampoule",CIEL:84995,
83daf2f9-3e3b-4134-bf38-552098d57d7c,TH19,"Vitamin B-12, 500 microgram/mL, 2 mL ampoule",CIEL:86340,
bc2f0b43-5a92-4c1a-8004-47e3b36c8bdb,ZG36,"Vitamin B-6, 50 mg, tablet",PIH:766,
c8d3444c-41a4-48d3-9ec1-811fe7b27d99,FU11,"Vitamin C, 250 mg, tablet",PIH:4041,
75d33db4-bf26-4647-98e1-62bc99da223a,ZS33,"Vitamin K-1, 10 mg/mL, 1 mL ampoule",CIEL:86353,
8e54abed-51ff-4f40-b597-705d241286ef,ZN40,"Warfarin, 1 mg, tablet",PIH:3190,
1779f27f-0272-41da-a242-c6851a9aef6d,QU01,"Warfarin, 5 mg, tablet",PIH:3190,
6d71d2a5-071f-4530-b899-bdeba96ada09,TJ47,"Water for injection, 10mL ampoule",CIEL:84323,
f4eadb59-49ee-40b9-b40a-6578f9ff89bb,NR89,"Zinc oxide, 10 % ointment, 100 gram tube",PIH:4064,
a275302c-b767-4d1a-96c0-e8350a968060,SV20,"Levonorgestrel, 30 microgram, tablet",PIH:1718,
f1bb371a-c172-4bd1-b734-a36c801697df,NZ26,"Levonorgestrel/Ethinylestradiol, 150/30 microgram, tablet, plus ferrous fumarate, 75mg, tablet",CIEL:162296,
3ca1fb3f-02e6-465d-86d9-b016ee30207b,MD92,"Levonorgestrel, 750 microgram, tablet",PIH:1718,
f55edf29-b1ac-4c43-8fb4-57a9c4415c0c,UG68,"Streptomycin sulphate, 1 gram, powder for injection",CIEL:84361,
e47fa273-0c52-4f0f-b57b-34001a3e9677,KR DOUBLE ZERO,"Isoniazid, 100mg, tablet",PIH:656,
849218ee-901c-46b3-80f9-7c808132893b,MA31 & EK97,"Isoniazid, 300mg, tablet",PIH:656,
638d29ff-96fa-4f6e-8d23-0c92f43d5d1a,FN77,"Ethambutol, 100mg, tablet",PIH:745,
bd159878-7a33-405b-ad0b-6d6ddbf99ddd,AM30,"Ethambutol, 400mg, tablet",PIH:745,
85a6e834-0d60-48d1-8847-c42d2e16e57e,CP64,"Rifampicin/Isoniazid, 150mg/75mg, tablet",PIH:1194,
6dcb48b9-968a-413d-a15a-ebb4fc3a71da,GA97," Rifampicin/Isoniazid, 60mg/30mg, tablet",PIH:1194,
2ffe3312-87d5-4170-8194-62834b03b55b,EZ47,"Rifampicin/Isoniazid/Ethambutol, 150mg, 75mg, 275mg, tablet",PIH:1614,
79bc3e4f-55dd-46b5-87d9-7f5f6693adf2,MG65,"Rifampicin/Isoniazid/Pyrazinamide/Ethambutol, 150mg/75mg/400mg/275mg, tablet",PIH:1131,
204c8773-dec7-4d4b-8b67-c56daa497c61,CP05,"Rifampin/Isoniazid/Pyrazinamide, 60mg/30mg/150mg, tablet",PIH:768,
3217694e-7c0f-4ec9-8e2d-8b6fcbcbe256,NR96,"Baclofen, 10mg tablet",CIEL:71815,
8319e5d6-777e-4d0e-9aad-099e684dcc8e,VM27,"Tranexamic acid, 100mg/mL, 5mL, ampoule",CIEL:85286,
17f95f85-e79c-47b7-b7e8-4c26d77b8dc4,,"Pyrazinamide, 400mg, tablet",PIH:5829,
f75e1e90-b1be-11e3-a5e2-0800200c9a66,SJ51,"Tamoxifen, 10mg, tablet",PIH:7664,
8112cd32-ae2a-11e4-ab27-0800200c9a66,KY61,"Tamoxifen, 20mg, tablet",PIH:7664,
f75e1e91-b1be-11e3-a5e2-0800200c9a66,NH99,"Prenatal vitamin, Soft gel",PIH:9532,
f75e1e92-b1be-11e3-a5e2-0800200c9a66,VR66,"Salbutamol 500 micrograms/mL, 1 mL, ampoule",PIH:798,
f75e1e93-b1be-11e3-a5e2-0800200c9a66,HT91,"Nifedipine, 10mg, tablet",PIH:250,
f75e1e94-b1be-11e3-a5e2-0800200c9a66,HG91,"Levonorgestrel 20 micrograms/24 hours intrauterine delivery system",PIH:1718,
f75e1e95-b1be-11e3-a5e2-0800200c9a66,KH61,"Copper, Intrauterine Contraceptive Device",PIH:5275,
f75e1e96-b1be-11e3-a5e2-0800200c9a66,AX69,"Pravastatin, 20mg, tablet",CIEL:82411,
399834b0-b44b-11e3-a5e2-0800200c9a66,ND90,"Imatinib, 400mg, film coated tablet",PIH:7659,
399834b1-b44b-11e3-a5e2-0800200c9a66,EG30,"Dexamethasone, 4mg, tablet",PIH:6850,
399834b2-b44b-11e3-a5e2-0800200c9a66,RT40,"Dexamethasone, 8mg, tablet",PIH:6850,
399834b3-b44b-11e3-a5e2-0800200c9a66,CD33,"Metoclopramide hydrochloride, 10mg, tablet",CIEL:79757,
8b0e1df0-c3d7-11e3-9c1a-0800200c9a66,Rp10,"Nourimanba, 1 kilogram.",CIEL:162333,
d3cb4322-1f40-11e5-b5f7-727283247c7f,PQ32,"Propylthiouracil, 50mg, tablet",CIEL:82743,
d3cb471e-1f40-11e5-b5f7-727283247c7f,VC60,"Salbutamol, 4 mg, tablet",PIH:798,
d3cb4912-1f40-11e5-b5f7-727283247c7f,PE50,"Zinc sulphate monohydrate, 54.9mg (elemental zinc 20mg), dispersible tablet",CIEL:86688,
93b4d982-d986-11e5-b5d2-0a1d41d68578,ZV31,"Valsartan, 80mg, Tablet",CIEL:86056,
93b4de46-d986-11e5-b5d2-0a1d41d68578,NV50,"Amlodipine Besylate, 2.5mg + Atorvastatin Calcium, 10mg, Tablets",CIEL:103554,
93b4e044-d986-11e5-b5d2-0a1d41d68578,QY43,"Lisinopril and hydrochlorothiazide, 20mg/12.5mg tablet",CIEL:104833,
93b4e1d4-d986-11e5-b5d2-0a1d41d68578,FY18,"Guaifenesin, 400mg + Dextromethorphan HBr, 20mg, Tablets",CIEL:104450,
93b4e35a-d986-11e5-b5d2-0a1d41d68578,JX20,"Letrozole, 2.5mg tablet",CIEL:78738,
93b4e4d6-d986-11e5-b5d2-0a1d41d68578,UZ26,"Rifabutin, 150mg, Capsule",PIH:2460,
93b4ebc0-d986-11e5-b5d2-0a1d41d68578,KH02,"Primaquine 7.5mg, tablet",CIEL:82521,
158b8612-4472-11e6-beb8-9e71128cae77,FQ53,"Ketoconazole shampoo, 100mg/5mL, 60mL bottle",PIH:926,
158b8982-4472-11e6-beb8-9e71128cae77,FH65,"Ketoconazole, Cream, 2%, 15g tube",PIH:926,
158b8ac2-4472-11e6-beb8-9e71128cae77,DM58,"Mesalazine, 500mg tablet",CIEL:79616,
158b8bd0-4472-11e6-beb8-9e71128cae77,BD50,"Insect repellent, Diethyltoluamide (DEET) 20%, Pump spray, 100mL bottle",CIEL:74369,
158b9030-4472-11e6-beb8-9e71128cae77,YV86,"Calamine lotion 15 %, 100mL bottle",PIH:493,
a40d8f4e-c981-11e7-abc4-cec278b6b50a,KA58,"Ciclopiroxolamin 1% lotion",CIEL:73407,
a40d91ba-c981-11e7-abc4-cec278b6b50a,TY61,"Clotrimazole 1% solution",PIH:960,
a40d92c8-c981-11e7-abc4-cec278b6b50a,FD67,"Clobetasol proprionate 0.05%, cream",CIEL:73565,
a40d93b8-c981-11e7-abc4-cec278b6b50a,BK76,"Benzoyl peroxide 5% gel",CIEL:72063,
a40d9d90-c981-11e7-abc4-cec278b6b50a,XX56,"Tretinoin 0.05%, cream",CIEL:85330,
a40d9ebc-c981-11e7-abc4-cec278b6b50a,GP39,"Terbinafine hydrochloride, 250mg, tablet",CIEL:84825,
a40d9fca-c981-11e7-abc4-cec278b6b50a,AH07,"Lidocaine with Prilocaine 2.5%, cream",CIEL:104983,
a40da146-c981-11e7-abc4-cec278b6b50a,RV02,"Paraffin 100g",PIH:2939,
a40da2e0-c981-11e7-abc4-cec278b6b50a,JY96,"Azithromycin 500mg, tablet",PIH:735,
a40da448-c981-11e7-abc4-cec278b6b50a,ND45,"Metformin hydrochloride, 850mg, tablet",CIEL:79652,
a40da9d4-c981-11e7-abc4-cec278b6b50a,JF35,"Clindamycin hydrochloride, 300mg, capsule",CIEL:73547,
c3ec91e0-91d4-11e8-9eb6-529269fb1459,HV17,"sodium chloride 0.9%, intravenous infusion, 500ml",CIEL:80804,
c3ec9654-91d4-11e8-9eb6-529269fb1459,HV17,"sodium chloride 0.9%, intravenous infusion, 250ml",CIEL:80804,
c3ec9be0-91d4-11e8-9eb6-529269fb1459,GK91,"CARBOplatin AUC 5",CIEL:72876,
c3ec9e4c-91d4-11e8-9eb6-529269fb1459,BZ74,"cimetidine",CIEL:73419,
c3eca09a-91d4-11e8-9eb6-529269fb1459,GP65,"cycloPHOSPHAMIDE 600 mg/m2",CIEL:74120,
c3eca356-91d4-11e8-9eb6-529269fb1459,GP65,"cycloPHOSPHAMIDE 750 mg/m2",CIEL:74120,
c3eca61c-91d4-11e8-9eb6-529269fb1459,GP65,"cycloPHOSPHAMIDE 480 mg/m2",CIEL:74120,
c3ecaef0-91d4-11e8-9eb6-529269fb1459,RT40,"dexamethasone 16mg PO",CIEL:74609,
c3ecb15c-91d4-11e8-9eb6-529269fb1459,RT40,"dexamethasone 8mg PO",CIEL:74609,
c3ecb4fe-91d4-11e8-9eb6-529269fb1459,AG81,"diphenhydramine 50mg PO",CIEL:75015,
c3ecc0a2-91d4-11e8-9eb6-529269fb1459,QB26,"DOXOrubicin 48 mg/m2",CIEL:75216,
c3ecc340-91d4-11e8-9eb6-529269fb1459,QB26,"DOXOrubicin 50 mg/m2",CIEL:75216,
c3ecc5ac-91d4-11e8-9eb6-529269fb1459,QB26,"DOXOrubicin 60 mg/m2",CIEL:75216,
c3eccca0-91d4-11e8-9eb6-529269fb1459,GY03,"fluorouracil 500 mg/m2 IV Infusion",CIEL:76550,
c3eccf34-91d4-11e8-9eb6-529269fb1459,GY03,"fluorouracil 600 mg/m2 IV Push",CIEL:76550,
c3ecd178-91d4-11e8-9eb6-529269fb1459,MU90,"leucovorin calcium 500 mg/m2",CIEL:78742,
c3ecd3da-91d4-11e8-9eb6-529269fb1459,SF21,"methotrexate 40 mg/m2",CIEL:79700,
c3ecd998-91d4-11e8-9eb6-529269fb1459,HF87,"PACLitaxel 80 mg/m2",CIEL:81410,
c3ece032-91d4-11e8-9eb6-529269fb1459,HF87,"PACLitaxel 175 mg/m2",CIEL:81410,
c3ece294-91d4-11e8-9eb6-529269fb1459,NR10,"predniSONE",CIEL:82453,
c3ece4a6-91d4-11e8-9eb6-529269fb1459,QC82,"vinCRIStine 1.4 mg/m2",CIEL:86266,
